slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
paloma,Paloma,"Tekila, greyfurt sodası ve misket limonuyla hazırlanan ferah kokteyl.",KOKTEYL,tr,EASY,5,0,5,1,170,Tekila 50 ml | Greyfurt sodası 120 ml | Misket limonu suyu 15 ml | Tuz 0.5 çay kaşığı | Buz 1 su bardağı,5,"1. Bardağın kenarını limonla ıslatıp tuza batırın. || 2. Buz, tekila ve misket limonu suyunu ekleyin. || 3. Greyfurt sodasını döküp 5 saniye karıştırın.",3,,"alkollu,yaz-tarifi,vejetaryen,vegan",Greyfurt sodasını en son ekleyin; gazı bardakta canlı kalır.,Tuzlu ağız kenarlı bardakta servis edin.
pamonha,Pamonha,"Pamonha, taze mısır püresinin mısır yaprağı içinde pişirilmesiyle yapılan yumuşak bir Brezilya klasiğidir.",KAHVALTI,br,MEDIUM,25,40,65,6,184,Taze mısır 6 koçan | Süt 150 ml | Şeker 3 yemek kaşığı | Tereyağı 40 gr | Mısır taneleri 0.5 su bardağı,5,1. Mısırları rendeleyip süt ve şekerle karıştırın. || 2. Karışımı mısır yapraklarına paylaştırıp kapatın. || 3. Paketleri 35 dakika haşlayıp mısır taneleriyle servis edin.,3,SUT,vejetaryen,Mısır püresini çok ince çekmeyin; hafif taneli doku pamonhayı daha canlı kılar.,Yanına taze mısır taneleri koyarak sıcak servis edin.
pan-con-bistec,Pan con Bistec,"Küba biftekli sandviçi pan con bistec, yumuşak ekmek ve sarımsaklı et dilimleriyle hızlı ama güçlü bir öğündür.",APERATIF,cu,MEDIUM,15,15,30,4,400,Dana biftek 500 gr | Sandviç ekmeği 4 adet | Sarımsak 2 diş | Limon suyu 2 yemek kaşığı,4,1. Bifteği inceltip sarımsak ve limon suyuyla ovun. || 2. Eti tavada yüksek ateşte 6 dakika pişirin. || 3. İnce dilimleyip ekmeklerin içine yerleştirin.,3,GLUTEN,misafir-sofrasi,Eti ince döverseniz tavada kısa sürede pişer ve ekmek arasında sertleşmez.,Üstüne patates çubuğu koyarak sıcak servis edin.
pan-con-tomate,Pan con Tomate,"Katalan pan con tomate, kızarmış ekmeğe sarımsak ve olgun domates sürülen sade bir sofralık lokmadır.",APERATIF,es,EASY,10,5,15,4,210,Ekşi mayalı ekmek 8 dilim | Olgun domates 3 adet | Sarımsak 2 diş | Zeytinyağı 4 yemek kaşığı,4,1. Ekmekleri kızartın. || 2. Sarımsağı ekmeğe sürün. || 3. Domates rendesi ve zeytinyağıyla servis edin.,3,GLUTEN,"vegan,30-dakika-alti,vejetaryen",,Zeytinyağını bolca gezdirerek hemen servis edin.
panang-curry,Panang Curry,"Tay körilerinin yoğun ve fıstıklı hattı; dana eti ince dilimlenir, sos parlak ve kremamsı kalır.",YEMEK,th,MEDIUM,15,25,40,4,460,Dana bonfile 600 gr | Panang köri macunu 3 yemek kaşığı | Kokos kreması 400 ml | Yer fıstığı ezmesi 2 yemek kaşığı | Tay fesleğeni 1 avuç,5,"1. Köri macununu 2 dakika kavurun, kokos kremasını ekleyin. || 2. Dana dilimlerini ekleyip 15 dakika pişirin. || 3. Yer fıstığı ezmesi ve fesleğeni katıp 3 dakika daha pişirin.",3,YER_FISTIGI,yuksek-protein,Dana etini ince kesin; kısa sürede yumuşar ve sosun içinde sertleşmez.,Taze fesleğen ve pirinç pilavıyla servis edin.
pancar-cipsi,Pancar Cipsi,İnce pancar dilimleri fırında kenarları kıvrılan mor ve hafif tatlı cipslere dönüşür.,ATISTIRMALIK,tr,EASY,12,25,37,4,90,Pancar 3 adet | Zeytinyağı 1 yemek kaşığı | Tuz 1 çay kaşığı | Yoğurt 1 su bardağı,4,1. Pancarları ince dilimleyin ve yağla harmanlayın. || 2. 170°C fırında 25 dakika pişirin. || 3. Yoğurtlu dip sosla servis edin.,3,SUT,"vejetaryen,dusuk-kalorili",Dilimleri tek kat dizin; üst üste gelirse buhar yapar ve yumuşak kalır.,Yoğurtlu dip sosla servis edin.
pancar-corbasi,Pancar Çorbası,"Pancar, patates ve yoğurtla hazırlanan canlı renkli çorba.",CORBA,tr,EASY,15,35,50,4,150,Pancar 3 adet | Patates 1 adet | Soğan 1 adet | Sebze suyu 4 su bardağı | Yoğurt 0.75 su bardağı | Zeytinyağı 2 yemek kaşığı,6,"1. Soğan, pancar ve patatesi zeytinyağında 5 dakika kavurun. || 2. Sebze suyunu ekleyip 30 dakika pişirin. || 3. Çorbayı blenderdan geçirip yoğurtla servis edin.",3,SUT,"vejetaryen,kis-tarifi",Pancarı küçük küpler halinde doğrayın; daha kısa sürede yumuşar.,Dereotu ve yoğurtla servis edin.
panettone,Panettone,"Milano'nun yılbaşı ekmeği, kuru meyve ve tereyağıyla uzun mayalanan zengin bir tatlı hamurudur.",TATLI,tr,HARD,90,45,135,10,320,Un 4 su bardağı | Kuru maya 1 paket | Süt 1 su bardağı | Yumurta 3 adet | Tereyağı 120 gr | Kuru üzüm 1 su bardağı | Badem 0.5 su bardağı,7,"1. Maya, süt ve unun yarısını karıştırıp 30 dakika bekletin. || 2. Yumurta, tereyağı, kalan un ve kuru meyveyi ekleyip yoğurun. || 3. Hamuru 60 dakika mayalandırın. || 4. 180°C fırında 40-45 dakika pişirin.",4,"GLUTEN,SUT,YUMURTA,KUSUYEMIS","misafir-sofrasi,kis-tarifi,vejetaryen",Hamur ilk mayada hacmini iki katına çıkarana kadar beklemeli; oda ısısı düşükse süre uzar.,Dilimleyip kahve yanında servis edin.
pankek,Pankek,"Yumuşak dokulu, tavada kısa sürede pişen klasik kahvaltı pankekleri.",KAHVALTI,tr,EASY,10,15,25,4,280,Un 2 su bardağı | Süt 1.5 su bardağı | Yumurta 2 adet | Şeker 2 yemek kaşığı | Kabartma tozu 1 paket | Vanilin 1 paket | Tuz 1 çimdik | Sıvı yağ 1 yemek kaşığı,8,"1. Yumurta ve şekeri 1 dakika çırpın. || 2. Süt, un, kabartma tozu, vanilin ve tuzu ekleyip pürüzsüz hamur yapın. || 3. Hamuru 10 dakika dinlendirin. || 4. Yağlanmış tavaya küçük kepçe hamur dökün. || 5. Üzeri göz göz olunca çevirin ve diğer yüzünü 1 dakika pişirin.",5,"GLUTEN,SUT,YUMURTA","vejetaryen,30-dakika-alti,cocuk-dostu",Hamuru karıştırdıktan sonra 10 dakika dinlendirin; kabartma tozu daha eşit çalışır.,"Bal, reçel veya taze meyveyle servis edin."
panna-cotta,Panna Cotta,"Krema, süt ve jelatinle hazırlanan ipeksi İtalyan tatlısı.",TATLI,it,MEDIUM,15,10,25,6,340,Krema 500 ml | Süt 1 su bardağı | Şeker 0.5 su bardağı | Jelatin 8 gr | Vanilya 1 çubuk,5,"1. Jelatini soğuk suda 5 dakika yumuşatın. || 2. Krema, süt, şeker ve vanilyayı ısıtın. || 3. Jelatini karışıma ekleyip kalıplara dökün ve 4 saat soğutun.",3,SUT,"misafir-sofrasi,vejetaryen",Jelatini soğuk suda yumuşatıp sıcak kremaya ekleyin; topak kalmaz.,Taze orman meyveleri veya reçelle servis edin.
pao-de-queijo,Pao de Queijo,"Minas Gerais'in manyok nişastalı peynir topları fırından çıktığında dışı ince kabuklu, içi esnek kalır.",APERATIF,br,EASY,20,25,45,6,280,Manyok nişastası 300 gr | Süt 200 ml | Yumurta 2 adet | Kaşar peyniri 180 gr | Zeytinyağı 60 ml,5,1. Süt ve yağı ısıtıp manyok nişastasının üzerine dökün. || 2. Yumurta ve peyniri ekleyip yumuşak hamur hazırlayın. || 3. Toplar yapıp 190°C fırında 25 dakika pişirin.,3,"SUT,YUMURTA",vejetaryen,Hamuru ılık halde yoğurun; peynir erimeden karışır ve toplar fırında çatlamaz.,Kahvaltıda sıcak kahveyle servis edin.
pao-na-chapa,Pão na Chapa,"Brezilya fırınlarının sabah klasiği pão na chapa, tereyağla bastırılarak tavada kızartılan yumuşak ekmektir.",KAHVALTI,br,EASY,5,8,13,2,280,Fransız ekmeği 2 adet | Tereyağı 2 yemek kaşığı | Kaşar peyniri 60 gr | Tuz 1 çimdik,4,1. Ekmeği boyuna kesip iç yüzüne tereyağı sürün. || 2. Ekmeği tavada bastırarak 4 dakika kızartın. || 3. Dilerseniz peyniri ekleyip hemen servis edin.,3,"GLUTEN,SUT","30-dakika-alti,vejetaryen",Ekmeği tavaya bastırarak pişirin; yüzeyi altın rengi olurken içi kurmaz.,Yanına filtre kahveyle sıcak servis edin.
paper-plane,Paper Plane,"Modern bar klasiği Paper Plane, viski ve Aperol ile dengeli acı tatlı bir kokteyldir.",KOKTEYL,us,EASY,5,0,5,1,185,Viski 30 ml | Aperol 30 ml | Amaro 30 ml | Limon suyu 30 ml,4,1. Tüm malzemeleri buz dolu shakera alın. || 2. Shakerı 12 saniye çalkalayın. || 3. Soğutulmuş coupe bardağa süzün.,3,,"alkollu,30-dakika-alti,vejetaryen,vegan",Bardağı önceden soğutun; ısınan kokteylde acılık öne çıkar.,Soğuk coupe bardakta garnitürsüz servis edin.
pappa-al-pomodoro,Pappa al Pomodoro,"Toskana'nın bayat ekmeği domatesle değerlendiren çorbası, kaşıkta hem çorba hem de hafif bir lapa kıvamı verir.",CORBA,it,EASY,10,35,45,4,230,Bayat ekmek 250 gr | Domates püresi 4 su bardağı | Sarımsak 2 diş | Zeytinyağı 3 yemek kaşığı | Fesleğen 6 yaprak,5,1. Sarımsağı zeytinyağında 1 dakika kokusu çıkana kadar çevirin. || 2. Domates püresini ekleyip 20 dakika kaynatın. || 3. Parçalanmış ekmekleri ve fesleğeni ekleyip 10 dakika daha pişirin.,3,GLUTEN,"vejetaryen,butce-dostu,vegan",Ekmeği son 10 dakikada ekleyin; tamamen dağılır ama domatesin parlak tadını bastırmaz.,Üzerine zeytinyağı gezdirip fesleğenle sıcak servis edin.
paprikas-krumpli,Paprikás Krumpli,"Macar patates yemeği paprikás krumpli, kırmızı biberin sıcaklığıyla tek tencerede pişen sade ama doyurucu bir ev klasiğidir.",YEMEK,hu,EASY,15,35,50,4,321,Patates 6 adet | Soğan 1 adet | Tatlı kırmızı biber 1 yemek kaşığı | Sosis 200 gr | Domates püresi 0.5 su bardağı,5,"1. Soğanı yağda 4 dakika çevirip kırmızı biberi ekleyin. || 2. Patates, sosis ve domates püresini katın. || 3. 1.5 su bardağı sıcak su ekleyip 30 dakika pişirin.",3,,"tek-tencere,butce-dostu",Patatesleri eşit büyüklükte keserseniz sosu çekerken aynı anda yumuşar.,Yanına kornişon turşu ve ekmekle sıcak servis edin.
pasta-alla-norma,Pasta Alla Norma,"Sicilya'nın patlıcan, domates ve ricotta salata ile hazırlanan canlı makarna tabağı.",YEMEK,tr,MEDIUM,20,25,45,4,520,Penne makarna 400 gr | Patlıcan 2 adet | Domates püresi 2 su bardağı | Ricotta salata 80 gr | Fesleğen 8 yaprak,5,"1. Patlıcanları küp doğrayıp 12 dakika kızartın. || 2. Domates püresini 15 dakika kaynatın. || 3. Makarnayı 10 dakika haşlayın. || 4. Makarna, patlıcan ve sosu karıştırıp peynirle servis edin.",4,"GLUTEN,SUT",vejetaryen,Patlıcanı tek kat halinde kızartın; üst üste kalırsa buharla yumuşar.,Fesleğen yapraklarıyla servis edin.
pastel-brezilya,Pastel,"Brezilya pazarlarının ince hamurlu pasteli, kıymalı içle yağda kabarıp gevrekleşir.",APERATIF,br,MEDIUM,35,15,50,6,360,Un 400 gr | Dana kıyma 350 gr | Soğan 1 adet | Domates 1 adet | Sıvı yağ 500 ml | Tuz 1 çay kaşığı,6,"1. Un, su ve tuzla sert hamur hazırlayıp 20 dakika dinlendirin. || 2. Kıyma, soğan ve domatesi 10 dakika kavurun. || 3. Hamuru doldurup kapatın ve kızgın yağda 4-5 dakika kızartın.",3,GLUTEN,misafir-sofrasi,Hamuru ince açın ve kenarları çatalla bastırın; kızartırken iç harç dışarı çıkmaz.,Sirke sosu ve taze domatesle servis edin.
pastirmali-yumurta,Pastırmalı Yumurta,"Pastırmalı yumurta, tavaya düştüğü anda kokusuyla kahvaltı masasını toplar; kısa ve net bir lezzettir.",KAHVALTI,tr,EASY,5,8,13,2,300,Yumurta 4 adet | Pastırma 80 gr | Tereyağı 1 tatlı kaşığı | Karabiber 0.25 çay kaşığı,4,1. Pastırmayı tavada 1 dakika çevirin. || 2. Yumurtaları kırıp kısık ateşe geçin. || 3. Yumurtalar istediğiniz kıvama gelince servis edin.,3,"SUT,YUMURTA","30-dakika-alti,yuksek-protein",Pastırmayı çok uzun tutmayın; tava gördüğü an hızla sertleşir.,Sıcak ekmekle tavadan direkt servis edin.
pastitsio,Pastitsio,Yunan usulü fırın makarna; kıymalı tarçınlı sos ve beşamel katmanlarıyla kesilir.,YEMEK,gr,HARD,35,55,90,8,560,Kalın makarna 500 gr | Dana kıyma 500 gr | Domates püresi 1.5 su bardağı | Süt 3 su bardağı | Un 3 yemek kaşığı | Yumurta 2 adet,6,"1. Makarnayı 8 dakika haşlayıp süzün. || 2. Kıymayı domates püresiyle 20 dakika pişirin. || 3. Süt, un ve yumurtayla beşamel hazırlayın. || 4. Katları dizip 180°C fırında 35 dakika pişirin.",4,"GLUTEN,SUT,YUMURTA","firinda,misafir-sofrasi",Tepsiyi dilimlemeden önce 15 dakika bekletin; makarna katı şeklini korur.,Domatesli salatayla servis edin.
patatas-bravas,Patatas Bravas,"Madrid tapas barlarının kızarmış patatesi, acılı domates sosuyla küçük tabakta paylaşılır.",APERATIF,es,EASY,15,25,40,4,280,Patates 4 adet | Domates püresi 1 su bardağı | Toz kırmızı biber 1 tatlı kaşığı | Sarımsak 2 diş | Zeytinyağı 3 yemek kaşığı,5,"1. Patatesleri küp doğrayıp 8 dakika haşlayın. || 2. Patatesleri 180°C fırında 20 dakika kızartın. || 3. Domates, biber ve sarımsağı 10 dakika kaynatın. || 4. Kızarmış patatesleri servis tabağına alıp acılı domates sosunu üzerine gezdirin.",4,,"vegan,butce-dostu,vejetaryen","Patatesleri önce haşlayıp sonra kızartın; dışı çıtır, içi yumuşak kalır.",Sosu servis sırasında patateslerin üzerine gezdirin.
patates-graten,Patates Graten,İnce patates dilimlerinin krema ve peynirle fırında kızardığı klasik garnitür.,YEMEK,tr,EASY,20,50,70,6,320,Patates 6 adet | Krema 300 ml | Süt 1 su bardağı | Kaşar peyniri 1 su bardağı | Sarımsak 1 diş | Muskat 0.25 çay kaşığı,6,"1. Patatesleri ince yuvarlak dilimleyin. || 2. Krema, süt, sarımsak ve muskatı karıştırın. || 3. Patatesleri sosla kat kat dizip 180°C fırında 45-50 dakika pişirin.",3,SUT,"vejetaryen,firinda",Patatesleri aynı kalınlıkta dilimleyin; katlar eşit yumuşar.,Izgara tavuk veya yeşil salata yanında servis edin.
patates-kroket,Patates Kroket,Püre patatesin peynirle şekillenip pane kaplamayla kızartıldığı çıtır lokmalar.,APERATIF,tr,MEDIUM,25,20,45,6,250,Patates 5 adet | Kaşar peyniri 1 su bardağı | Un 0.5 su bardağı | Yumurta 2 adet | Galeta unu 1 su bardağı | Sıvı yağ 2 su bardağı,6,"1. Haşlanmış patatesleri ezip kaşar peyniriyle karıştırın. || 2. Harçtan çubuklar yapıp 20 dakika buzdolabında dinlendirin. || 3. Kroketleri un, yumurta ve galeta ununa bulayıp kızgın yağda 4-5 dakika kızartın.",3,"GLUTEN,SUT,YUMURTA","vejetaryen,cocuk-dostu",Şekil verdiğiniz kroketleri 20 dakika soğutun; kızartırken dağılmaz.,Ketçap veya sarımsaklı yoğurtla servis edin.
patates-oturtma,Patates Oturtma,Kızarmış patates ve köftelerin domates sosunda buluştuğu doyurucu bir yemek.,YEMEK,tr,MEDIUM,20,35,55,4,350,Patates 4 adet | Kıyma 250 gr | Soğan 1 adet | Domates 3 adet | Biber salçası 1 yemek kaşığı | Sıvı yağ 4 yemek kaşığı | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı | Kimyon 0.5 çay kaşığı,9,"1. Patatesleri dilimleyip kızgın yağda kızartın. || 2. Kıymayı baharatlarla yoğurup küçük köfteler yapın. || 3. Domatesleri rendeleyin, salça ile sosunu hazırlayın. || 4. Tepsiye patatesleri dizin, aralarına köfteleri yerleştirin, sosu gezdirin. || 5. 180°C fırında 30-35 dakika pişirin.",5,,"cocuk-dostu,butce-dostu",,Pilav ile servis edin.
patates-rosti-lokmalari,Patates Rösti Lokmaları,"Rendelenmiş patatesin küçük porsiyon rösti olarak tavada kızarması, kahve yanına da uygun gevrek lokmalar verir.",ATISTIRMALIK,se,EASY,12,15,27,4,175,Patates 500 gr | Tereyağı 1 yemek kaşığı | Un 1 yemek kaşığı | Ekşi krema 4 yemek kaşığı,4,1. Patatesleri rendeleyip suyunu sıkın. || 2. Unla karıştırıp küçük yuvarlaklar halinde tavaya koyun. || 3. İki yüzünü altın rengi olana kadar pişirin.,3,"GLUTEN,SUT","vejetaryen,30-dakika-alti",Patatesi rendeledikten sonra suyunu sıktığınızda rösti daha iyi kızarır.,Ekşi krema ve dereotuyla sıcak servis edin.
patates-salatasi,Patates Salatası,"Haşlanmış patates, taze soğan ve limonlu zeytinyağı sosuyla hazırlanan klasik salata.",SALATA,tr,EASY,15,20,35,5,230,Patates 5 adet | Taze soğan 4 dal | Maydanoz 0.5 demet | Limon suyu 3 yemek kaşığı | Zeytinyağı 4 yemek kaşığı | Sumak 1 tatlı kaşığı | Tuz 1 çay kaşığı,7,"1. Patatesleri yumuşayana kadar 18-20 dakika haşlayın. || 2. Patatesleri doğrayıp taze soğan ve maydanozla karıştırın. || 3. Limon suyu, zeytinyağı, sumak ve tuzu ekleyip harmanlayın.",3,,"vegan,butce-dostu,vejetaryen",Patatesleri sıcakken soslayın; limon ve zeytinyağını daha iyi çeker.,Çay saati veya köfte yanında servis edin.
patatesli-borek,Patatesli Börek,Yufka arasına baharatlı patates harcı konarak fırında pişirilen ev böreği.,YEMEK,tr,EASY,30,35,65,8,340,Yufka 4 adet | Patates 4 adet | Soğan 1 adet | Süt 1 çay bardağı | Yumurta 1 adet | Sıvı yağ 0.5 çay bardağı | Pul biber 1 çay kaşığı,7,"1. Patatesleri haşlayıp ezin, soğan ve baharatla karıştırın. || 2. Yufkaları süt, yumurta ve yağ karışımıyla ıslatıp harçla sarın. || 3. Böreği 180°C fırında 30-35 dakika pişirin.",3,"GLUTEN,SUT,YUMURTA","vejetaryen,firinda,butce-dostu",Patates harcını yufkaya sürmeden önce soğutun; sıcak harç yufkayı yumuşatır.,Ayran veya çayla servis edin.
patatesli-yumurta,Patatesli Yumurta,Küp patateslerin tavada kızarıp yumurtayla birleştiği doyurucu kahvaltı.,KAHVALTI,th,EASY,10,20,30,3,290,Patates 3 adet | Yumurta 4 adet | Sıvı yağ 3 yemek kaşığı | Pul biber 0.5 çay kaşığı | Tuz 0.5 çay kaşığı,5,1. Patatesleri küçük küpler halinde doğrayın. || 2. Patatesleri yağda 15 dakika çevirerek pişirin. || 3. Yumurtaları ekleyip 4-5 dakika pişirin.,3,YUMURTA,"vejetaryen,butce-dostu",Patatesleri küçük küp kesin; yumurta eklenmeden önce tamamen yumuşar.,Domates ve salatalıkla servis edin.
patila,Patila,Elazığ patilası ince açılmış hamurun peynirli ya da kıymalı harçla sacda pişen pratik halidir.,YEMEK,tr,MEDIUM,35,20,55,6,290,Un 500 gr | Beyaz peynir 300 gr | Maydanoz 0.5 demet | Tereyağı 60 gr,4,1. Un ve suyla yumuşak hamur yoğurun. || 2. Peynir ve maydanozla iç hazırlayın. || 3. Hamuru doldurup sacda iki yüzünü 10 dakika pişirin.,3,"GLUTEN,SUT","butce-dostu,vejetaryen",,
patlican-musakka,Patlıcan Musakka,Kızarmış patlıcanların kıymalı domates sosuyla fırında piştiği klasik ev yemeği.,YEMEK,tr,MEDIUM,25,35,60,4,470,Patlıcan 4 adet | Dana kıyma 300 gr | Soğan 1 adet | Domates 3 adet | Yeşil biber 2 adet | Domates salçası 1 yemek kaşığı | Sıvı yağ 1.5 su bardağı | Tuz 1 tatlı kaşığı,8,"1. Patlıcanları dilimleyip kızgın yağda kızartın. || 2. Kıyma, soğan, biber, domates ve salçayı 12 dakika kavurun. || 3. Patlıcan ve harcı fırın kabına alın, 190°C fırında 20 dakika pişirin.",3,,"misafir-sofrasi,firinda",Patlıcanları tuzlu suda bekletip kurulayın; kızartırken daha az yağ çeker.,Pirinç pilavı ve cacıkla servis edin.
patlican-salatasi,Patlıcan Salatası,Közlenmiş patlıcan ile hazırlanan ferahlatıcı meze salatası.,SALATA,tr,EASY,10,20,30,4,90,Patlıcan 3 adet | Sarımsak 2 diş | Zeytinyağı 2 yemek kaşığı | Limon suyu 1 yemek kaşığı | Tuz 1 tatlı kaşığı | Maydanoz 3 dal,6,"1. Patlıcanları ocak üzerinde veya fırında közleyin. || 2. Kabuklarını soyun, doğrayıp ezin. || 3. Sarımsak, zeytinyağı, limon suyu ve tuzu ekleyip karıştırın. || 4. Maydanoz ile süsleyip soğuk servis edin.",4,,"vegan,dusuk-kalorili,30-dakika-alti,yaz-tarifi,vejetaryen",,Ekmek ile meze olarak servis edin.
pavlova,Pavlova,"Dışı çıtır, içi yumuşak beze tabanının krema ve meyveyle servis edildiği tatlı.",TATLI,tr,HARD,25,90,115,8,240,Yumurta akı 4 adet | Şeker 1 su bardağı | Nişasta 1 tatlı kaşığı | Sirke 1 tatlı kaşığı | Krema 200 ml | Çilek 1 su bardağı,6,1. Yumurta aklarını şekerle parlak tepecikler oluşana kadar çırpın. || 2. Nişasta ve sirkeyi ekleyip beze tabanını şekillendirin. || 3. 120°C fırında 80-90 dakika pişirin ve fırında soğutun.,3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",Yumurta akına sarı karışmamalı; beze hacim almaz.,"Çilek, kivi ve krema ile servis edin."
pazi-diblesi,Pazı Diblesi,"Pazı diblesi, pazı ve pirinci zeytinyağlı düzende buluşturup hafif sulu bırakmadan pişiren Karadeniz tenceresidir.",YEMEK,tr,EASY,15,25,40,4,204,Pazı 500 gr | Pirinç 0.75 su bardağı | Soğan 1 adet | Zeytinyağı 3 yemek kaşığı | Dereotu 0.25 demet,5,1. Soğanı zeytinyağında 5 dakika çevirin. || 2. Pazı ve pirinci ekleyip 2 dakika karıştırın. || 3. 1.5 su bardağı sıcak su ekleyip yemeği 18 dakika pişirin ve dereotuyla servis edin.,3,,"vegan,tek-tencere,vejetaryen",Pazıyı ince doğramak pirinçle daha eşit pişmesini sağlar.,Üzerine dereotu serperek ılık servis edin.
pazi-kavurmasi,Pazı Kavurması,Pazının soğan ve yumurtayla tavada hazırlandığı pratik ev yemeği.,YEMEK,th,EASY,15,15,30,4,140,Pazı 2 demet | Soğan 1 adet | Yumurta 3 adet | Zeytinyağı 3 yemek kaşığı | Yoğurt 1 su bardağı,5,1. Pazıları yıkayıp doğrayın ve süzün. || 2. Soğanı zeytinyağında 4 dakika kavurun. || 3. Pazı ve yumurtayı ekleyip 8-10 dakika pişirin.,3,"YUMURTA,SUT","vejetaryen,30-dakika-alti",Pazıyı doğradıktan sonra suyunu süzdürün; tavada fazla su bırakmaz.,Sarımsaklı yoğurtla servis edin.
peanut-butter-milkshake,Peanut Butter Milkshake,"Fıstık ezmeli Amerikan milkshake, dondurma ve sütle kalın kıvamlı bir tatlı içeceğe dönüşür.",ICECEK,us,EASY,5,0,5,2,318,Vanilyalı dondurma 4 top | Süt 1 su bardağı | Fıstık ezmesi 3 yemek kaşığı,3,1. Tüm malzemeyi blendera alın. || 2. 30 saniye pürüzsüz olana kadar çekin. || 3. Bekletmeden bardaklara paylaştırın.,3,"SUT,YER_FISTIGI","cocuk-dostu,yaz-tarifi,vejetaryen",Dondurmayı son anda ekleyin; uzun çekmek milkshake'i fazla inceltir.,Uzun bardakta üstüne 1 tatlı kaşığı kırık fıstık serperek servis edin.
pekin-ordegi,Pekin Ördeği,"Pekin sofralarının parlak derili ördeği; ince pankek, salatalık ve tatlı fasulye sosuyla sarılır.",YEMEK,cn,HARD,45,90,135,6,610,Bütün ördek 1 adet | Bal 3 yemek kaşığı | Soya sosu 3 yemek kaşığı | İnce pankek 12 adet | Salatalık 2 adet,5,1. Ördek derisini kurutup bal ve soya sosu karışımıyla kaplayın. || 2. 190°C fırında 90 dakika pişirin. || 3. Deriyi ve eti ince dilimleyip pankeklerle servis edin.,3,"GLUTEN,SOYA",misafir-sofrasi,Ördeği pişirmeden önce derisi açıkta 6 saat dinlendirin; derisi fırında daha çıtır olur.,"İnce pankek, salatalık ve taze soğanla sararak servis edin."
pelmeni,Pelmeni,"Rus mantısı pelmeni, kıymalı içi ince hamurda saklar ve sıcak suda kısa sürede pişer.",YEMEK,ru,HARD,70,12,82,6,430,Un 500 gr | Yumurta 1 adet | Dana kıyma 400 gr | Ekşi krema 200 gr,4,"1. Un, yumurta ve suyla hamur yoğurun. || 2. Hamuru açıp kıymalı içle kapatın. || 3. Pelmenileri kaynar suda 10-12 dakika pişirin.",3,"GLUTEN,YUMURTA,SUT",misafir-sofrasi,,
penicillin-kokteyl,Penicillin Kokteyl,"Modern bar repertuvarında isli viski, zencefil ve balın güçlü kış karışımı.",KOKTEYL,tr,MEDIUM,8,0,8,1,210,Viski 50 ml | İsli viski 10 ml | Limon suyu 25 ml | Bal şurubu 20 ml | Zencefil 10 gr,5,"1. Viski, limon, bal şurubu ve rendelenmiş zencefili shaker'a alın. || 2. Buzla 12 saniye çalkalayın. || 3. Bardağa süzüp isli viskiyi üstten gezdirin.",3,,"alkollu,30-dakika-alti,vejetaryen",Bal şurubunu önceden hazırlayın; soğuk içkide pütür kalmaz.,İsli viskiyi üstten gezdirerek servis edin.
pepecura,Pepeçura,"Rize'nin kokulu üzüm tatlısı pepeçura, nişastayla koyulaşan mor ve ferah bir pelte verir.",TATLI,th,EASY,15,20,35,6,160,Kokulu üzüm suyu 1 litre | Mısır nişastası 5 yemek kaşığı | Şeker 100 gr | Pirinç unu 1 yemek kaşığı,4,"1. Üzüm suyu, şeker, nişasta ve pirinç ununu tencereye alın. || 2. Orta ateşte 15-20 dakika karıştırarak pişirin. || 3. Kaselere paylaştırıp soğutun.",3,,"vegan,yaz-tarifi,vejetaryen",,
perde-pilavi,Perde Pilavı,Tavuklu iç pilavın ince hamurla kapatılıp fırında pişirildiği Siirt yemeği.,YEMEK,tr,MEDIUM,45,50,95,8,520,Pirinç 2 su bardağı — Pilav için | Tavuk göğsü 500 gr — Pilav için | Tereyağı 3 yemek kaşığı — Pilav için | Badem 0.5 su bardağı — Pilav için | Kuş üzümü 2 yemek kaşığı — Pilav için | Un 2.5 su bardağı — Hamur için | Yoğurt 0.5 su bardağı — Hamur için | Yumurta 1 adet — Hamur için,8,"1. Tavuğu haşlayıp didikleyin ve suyunu ayırın. || 2. Pirinç, tereyağı, badem, kuş üzümü ve tavukla iç pilavı 12 dakika pişirin. || 3. Un, yoğurt ve yumurtayla hamur yoğurup kalıba yayın. || 4. Pilavı hamurun içine doldurup kapatın ve 180°C fırında 35-40 dakika pişirin.",4,"GLUTEN,SUT,YUMURTA,KUSUYEMIS","misafir-sofrasi,firinda",Pilavı fırına girmeden önce tam pişirmeyin; hamurun içinde buharla kıvamını tamamlar.,Yanında yoğurt ve turşu ile servis edin.
pestil-kavurmasi,Pestil Kavurması,"Doğu Anadolu pestil kavurması tereyağı, ceviz ve dut pestilini sıcak kahvaltılık tatlıya çevirir.",KAHVALTI,tr,EASY,10,8,18,4,230,Dut pestili 250 gr | Tereyağı 50 gr | Ceviz 80 gr | Su 0.5 çay bardağı,4,1. Pestili küçük parçalara kesin. || 2. Tereyağı ve suyla tavaya alın. || 3. Ceviz ekleyip 8 dakika çevirin.,3,"SUT,KUSUYEMIS","pratik,vejetaryen",,
