slug,title,description,type,cuisine,ingredients_summary,allergens,tags,tipNote,servingSuggestion
trabzon-kayganasi,Trabzon Kayganası,"Trabzon kayganası, yumurta ve unla yapılan ince yapılı bir tava kahvaltısıdır; krep ile omlet arasında durur.",KAHVALTI,tr,Yumurta; Un; Süt; Tereyağı,"GLUTEN,YUMURTA,SUT","30-dakika-alti,vejetaryen",Hamuru çok koyu bırakmayın; kaygana ince yayıldığında doğru doku çıkar.,Yanına beyaz peynir ve çay koyarak servis edin.
trabzon-misir-corbasi,Trabzon Mısır Çorbası,"Trabzon usulü mısır çorbası, haşlanmış mısır ve kuru fasulyeyi tereyağlı tabanda buluşturan kıvamlı bir Karadeniz çorbasıdır.",CORBA,tr,Haşlanmış mısır; Haşlanmış kuru fasulye; Soğan; Tereyağı; Tuz,SUT,"kis-tarifi,butce-dostu,vejetaryen",Haşlanmış mısırı son aşamada ekleyin; taneler canlı kalır.,Üzerine tereyağı gezdirerek sıcak servis edin.
trabzon-vakfikebir-ekmegi,Trabzon Vakfıkebir Ekmeği,"Vakfıkebir ekmeği, ekşi mayalı büyük somunuyla kalın kabuklu ve uzun ömürlü Karadeniz ekmeğidir.",KAHVALTI,tr,Un; Ekşi maya; Su; Tuz,GLUTEN,"vegan,vejetaryen",Kalın kabuk için fırına ilk 10 dakikada buhar verin.,"Tereyağı, bal veya mıhlama yanında dilimleyerek servis edin."
trilece,Trileçe,Üç sütlü şerbet ve karamel sosla hazırlanan yumuşak Balkan tatlısı.,TATLI,tr,Yumurta; Un; Şeker; Süt; Krema; Süt tozu; Karamel sos,"GLUTEN,SUT,YUMURTA","vejetaryen,misafir-sofrasi",Keki kürdanla delip sütlü karışımı yavaşça dökün; her kat eşit ıslanır.,Karamel sos tamamen soğuyunca dilimleyin.
tropik-smoothie,Tropik Smoothie,"Ananas, mango ve lime ile yaz tatili hissi veren parlak, soğuk bir smoothie.",ICECEK,tr,Ananas; Mango; Kokos suyu; Lime suyu,,"vegan,30-dakika-alti,yaz-tarifi,vejetaryen",Donmuş meyve kullanın; buz eklemeden yoğun ve soğuk kalır.,Uzun bardakta lime kabuğu rendesiyle servis edin.
tteokbokki,Tteokbokki,Seul gece pazarlarının acı-tatlı pirinç keki; koyu gochujang sosu sokak tezgahı kıvamında sarar.,ATISTIRMALIK,kr,Pirinç keki; Gochujang; Soya sosu; Şeker; Susam,"SOYA,SUSAM","30-dakika-alti,vejetaryen,vegan",Sos kaşığın arkasını kaplayacak yoğunluğa geldiğinde pirinç kekleri doğru kıvamdadır.,Susam ve ince doğranmış yeşil soğanla sıcak servis edin.
tulumba-tatlisi,Tulumba Tatlısı,Kızgın yağda pişen hamurun soğuk şerbetle buluştuğu çıtır tatlı.,TATLI,tr,Un; Su; Yumurta; Sıvı yağ; Şeker; Su; Limon suyu,"GLUTEN,YUMURTA","misafir-sofrasi,vejetaryen",Hamuru yağa soğukken sıkıp yağı yavaş ısıtın; tulumbalar içten pişer.,Şerbetini çektikten sonra servis edin.
turk-kahvesi,Türk Kahvesi,UNESCO somut olmayan kültürel miras listesindeki geleneksel Türk kahvesi.,ICECEK,tr,Türk kahvesi; Su; Şeker,,"pratik,30-dakika-alti,vejetaryen,vegan","Kahveyi asla karıştırmayın, köpüğü bozarsınız.",
turlu,Türlü,"Patlıcan, kabak, patates ve fasulyenin domatesli sosla piştiği yaz sebze yemeği.",YEMEK,tr,Patlıcan; Kabak; Patates; Taze fasulye; Domates; Soğan; Zeytinyağı; Tuz,,"vegan,tek-tencere,yaz-tarifi,vejetaryen",Sebzeleri benzer boyutta doğrayın; tencerede aynı sürede yumuşarlar.,Yoğurt ve bulgur pilavıyla servis edin.
turos-csusza,Túrós Csusza,"Túrós csusza, geniş erişte, lor peyniri ve kızarmış et parçalarıyla yapılan doyurucu Macar makarnasıdır.",YEMEK,hu,Geniş erişte; Lor peyniri; Ekşi krema; Dana bacon,"GLUTEN,SUT",yuksek-protein,Erişteyi süzdükten sonra bekletmeyin; peynir sıcak makarnaya tutunur.,Üzerine ekşi krema ve çıtır et parçalarıyla servis edin.
turp-otu-kavurmasi,Turp Otu Kavurması,"Ege pazarlarının turp otu, soğan ve zeytinyağıyla kısa kavrulup limonla servis edilir.",YEMEK,tr,Turp otu; Soğan; Zeytinyağı; Limon,,"vegan,vejetaryen",,
tutmac-corbasi,Tutmaç Çorbası,"Tutmaç çorbası, erişte ve yeşil mercimeği yoğurtlu terbiye ile birleştiren Anadolu kökenli doyurucu bir kâsedir.",CORBA,tr,Erişte; Yeşil mercimek; Yoğurt; Un; Sarımsak; Nane; Tereyağı; Tuz,"GLUTEN,SUT","kis-tarifi,vejetaryen",Yoğurtlu karışımı tencereye azar azar alıştırmak kesilmeden pürüzsüz sonuç verir.,Üzerine naneli tereyağı gezdirerek sıcak servis edin.
tutu-de-feijao,Tutu de Feijao,"Brezilya fasulye ezmesi tutu, manyok unu ile koyulaşır ve et yemeklerine tok bir eşlikçi olur.",YEMEK,tr,Haşlanmış siyah fasulye; Manyok unu; Soğan; Sarımsak,,"butce-dostu,vejetaryen,vegan",,
tuzlu-karamelli-kahve,Tuzlu Karamelli Kahve,"Karamelin hafif tuzla dengelendiği bu kahve, tatlılığını yumuşatıp fincanda daha derin bir tat bırakır.",ICECEK,tr,Espresso; Süt; Karamel sos; İnce deniz tuzu,SUT,"30-dakika-alti,vejetaryen",Tuzu çok az tutun; amaç kahveyi tuzlandırmak değil karamelin şekerini toplamak.,Üzerine ince karamelli köpükle servis edin.
tzatziki,Tzatziki,"Yunan mezelerinin ferah yoğurt sosu; salatalık, sarımsak ve dereotuyla sofrayı açar.",SOS,gr,Süzme yoğurt; Salatalık; Sarımsak; Dereotu; Zeytinyağı,SUT,"vejetaryen,pratik",Rendelenmiş salatalığı sıkın; sos sulanmaz.,"Izgara et, pide veya sebze tabağıyla servis edin."
ukha,Ukha,"Ukha, beyaz balık, patates ve defneyle berrak pişen sade bir Rus balık çorbasıdır.",CORBA,ru,Beyaz balık; Patates; Havuç; Defne yaprağı,DENIZ_URUNLERI,yuksek-protein,Balığı son 10 dakikada ekleyin; uzun kaynama suyu bulanıklaştırır.,"Dereotu, karabiber ve limon dilimiyle sıcak servis edin."
umm-ali,Umm Ali,"Umm Ali, milföy, süt, fındık ve kuru meyvelerle fırında kabaran Mısır usulü sıcak tatlıdır.",TATLI,me,Milföy; Süt; Fındık; Kuru üzüm,"GLUTEN,SUT,KUSUYEMIS","misafir-sofrasi,vejetaryen",Milföyleri önce kızartın; çiğ milföy sütü çekince hamur kalır.,Fırından çıktıktan 10 dakika sonra sıcak servis edin.
un-helvasi,Un Helvası,Unun tereyağında kavrulup şerbetle kıvam aldığı sade helva.,TATLI,tr,Un; Tereyağı; Şeker; Su; Tarçın,"GLUTEN,SUT","vejetaryen,butce-dostu",Unun rengi fındık kabuğu tonuna dönünce şerbeti ekleyin; çiğ un tadı kalmaz.,Kaşıkla şekil verip ılık servis edin.
urfa-agzi-acik,Urfa Ağzı Açık,"Urfa ağzı açık, kıymalı harcı ortası açık hamurla kızartıp çıtır kenarlı küçük pideler verir.",APERATIF,tr,Un; Dana kıyma; Soğan; Domates salçası,GLUTEN,misafir-sofrasi,,
urfa-bostana,Urfa Bostana,"Urfa bostana, çok ince doğranmış domates, biber ve nar ekşisiyle sulu, acılı bir yaz salatasıdır.",SALATA,tr,Domates; Yeşil biber; Nar ekşisi; Maydanoz; Tuz,,"vegan,yaz-tarifi,vejetaryen",Sebzeleri bıçakla çok ince kıyın; robot salatayı püre haline getirir.,Kebapların yanında derin kasede kaşıkla servis edin.
uunijuusto,Uunijuusto,"Fırında pişen sütlü peynir tatlısı Uunijuusto, sade malzemelerle şaşırtıcı derecede yumuşak bir son tabak sunar.",TATLI,se,Lor peyniri; Süt; Yumurta; Bal,"SUT,YUMURTA","misafir-sofrasi,vejetaryen",Peyniri çok sıkı karıştırmayın; iri parçalar pişince hoş bir doku bırakır.,Üzerine ahududu reçeli gezdirerek servis edin.
uzum-suyu,Üzüm Suyu,Siyah üzümün kısa pişirilip süzülmesiyle yapılan ev yapımı meyve suyu.,ICECEK,tr,Siyah üzüm; Su; Şeker; Limon suyu,,"vegan,alkolsuz,vejetaryen",Üzümleri çatlayana kadar pişirin; kabuk rengi suya geçer.,Soğuk ve buzlu servis edin.
vaca-frita,Vaca Frita,"Küba vaca frita, haşlanıp didiklenen dana etinin lime ve soğanla tavada kızarmış halidir.",YEMEK,tr,Dana döş; Lime suyu; Soğan; Sarımsak,,yuksek-protein,,
vaca-frita-cubana,Vaca Frita,"Vaca frita, haşlanmış dana etini lime suyu ve soğanla tavada kıtırlaştıran Küba işi bir et tabağıdır.",YEMEK,cu,Haşlanmış dana eti; Soğan; Sarımsak; Lime suyu; Ayçiçek yağı; Tuz,,"yuksek-protein,tek-tencere",Eti çok kalın liflememek tavada kenarların daha iyi kızarmasını sağlar.,Üzerine tavada yumuşayan soğanları alarak sıcak servis edin.
van-ayran-asi,Van Ayran Aşı,"Van ayran aşı, yoğurt, dövme ve taze otlarla serin içimli, besleyici bir Doğu Anadolu çorbasıdır.",CORBA,tr,Yoğurt; Dövme buğday; Nohut; Taze ot karışımı,"SUT,GLUTEN",vejetaryen,Yoğurdu kaynayan buğdaya eklerken sürekli karıştırın; kesilme riski azalır.,Taze kişniş veya nane ile ılık servis edin.
van-otlu-peynirli-gozleme,Van Otlu Peynirli Gözleme,"Van otlu peynirli gözleme, aromalı peynirin ince yufka arasında sacda erimesiyle hazırlanır.",KAHVALTI,tr,Un; Otlu peynir; Tereyağı; Su,"GLUTEN,SUT",vejetaryen,,
vareniki,Vareniki,"Vareniki, patatesli içle kapanan yarım ay mantıların tereyağı ve yoğurtla servis edilen halidir.",YEMEK,ru,Un; Yumurta; Patates; Tereyağı,"GLUTEN,SUT,YUMURTA",vejetaryen,Patates içini soğutmadan hamura koymayın; sıcak iç kenarları gevşetir.,Tereyağında çevrilmiş soğan ve yoğurtla servis edin.
vatapa,Vatapa,"Bahia mutfağının vatapası ekmek, karides, Hindistan cevizi sütü ve yer fıstığıyla koyu bir kremaya dönüşür.",YEMEK,tr,Karides; Bayat ekmek; Hindistan cevizi sütü; Yer fıstığı,"GLUTEN,DENIZ_URUNLERI,YER_FISTIGI",misafir-sofrasi,,
vietnam-buzlu-kahvesi,Vietnam Buzlu Kahvesi,"Yoğun kahve, tatlandırılmış yoğun süt ve buzla Vietnam sokaklarında içilen tok bir içeceğe dönüşür.",ICECEK,vn,Öğütülmüş kahve; Yoğunlaştırılmış süt; Sıcak su; Buz,SUT,"pratik,yaz-tarifi,vejetaryen",Kahveyi koyu demleyin; buz eridiğinde lezzet seyrelmez.,Uzun bardakta bol buzla servis edin.
vietnam-yumurta-kahvesi,Vietnam Yumurta Kahvesi,Hanoi kafelerinin köpüklü kahvesi; yumurta sarısı ve yoğun süt kadifemsi bir krema yapar.,ICECEK,vn,Sert kahve; Yumurta sarısı; Yoğun süt; Şeker,"YUMURTA,SUT","alkolsuz,30-dakika-alti,vejetaryen",Yumurta kremasını 4 dakika çırpın; rengi açılıp kaşıktan şerit halinde akar.,Küçük fincanda sıcak servis edin.
vinegret-salatasi,Vinegret Salatası,"Pancar ve patatesli vinegret salatası, Rus mutfağında turşu asidiyle dengelenen renkli bir soğuk tabaktır.",SALATA,ru,Pancar; Patates; Salatalık turşusu; Bezelye; Zeytinyağı; Tuz,,"vegan,butce-dostu,vejetaryen",Pancarı en son ekleyin; diğer sebzeleri tamamen boyamadan renk dağılımı korunur.,Soğuk servis edip üstüne dereotu serpin.
visne-kompostosu,Vişne Kompostosu,"Vişne, şeker ve tarçınla hazırlanan serinletici geleneksel içecek.",ICECEK,tr,Vişne; Şeker; Su; Tarçın çubuğu; Karanfil,,"vegan,alkolsuz,yaz-tarifi,vejetaryen",Vişneleri fazla kaynatmayın; meyve dağılmadan rengini suya verir.,Buzdolabında soğutup kaselerde servis edin.
visneli-kefir-smoothie,Vişneli Kefir Smoothie,"Vişneli kefir smoothie, canlı ekşiliği ve sütlü dokusuyla antrenman sonrası için ferah bir bardak hazırlar.",ICECEK,tr,Kefir; Vişne; Bal; Buz,SUT,"alkolsuz,yaz-tarifi,vejetaryen",Çekirdekli vişneyi önceden ayıklamak içimde pürüz bırakmaz.,Üzerine birkaç vişne koyarak soğuk servis edin.
visneli-yogurt-shake,Vişneli Yoğurt Shake,"Ekşi vişne ve yoğurt, Macar mutfağındaki meyveli sütlü tatları andıran serin bir shake oluşturur.",ICECEK,hu,Çekirdeksiz vişne; Yoğurt; Süt,SUT,"alkolsuz,30-dakika-alti,vejetaryen",Vişnenin çekirdeklerinden tamamen arındığından emin olun; blender için kritik.,Üzerine birkaç bütün vişne koyarak servis edin.
vitamina-de-abacate,Vitamina de Abacate,"Brezilya usulü avokado vitamini, süt ve hafif şekerle kahvaltıda içilen ipeksi bir shake'tir.",ICECEK,br,Avokado; Süt; Şeker; Buz,SUT,"pratik,yaz-tarifi,vejetaryen",Avokadoyu çok uzun çekmeyin; fazla blender süresi tadını yağlılaştırır.,Soğuk bardakta üzerine bir çimdik tarçın serperek servis edin.
waldorf-salatasi,Waldorf Salatası,"Elma, kereviz sapı, ceviz ve yoğurtlu sosla hazırlanan klasik salata.",SALATA,tr,Elma; Kereviz sapı; Ceviz; Yoğurt; Mayonez; Limon suyu,"SUT,YUMURTA,KUSUYEMIS,KEREVIZ","vejetaryen,pratik",Elmaları doğradıktan sonra limonla karıştırın; kararma gecikir.,Marul yaprakları üzerinde servis edin.
wasabi-bezelye,Wasabi Bezelye,Japon atıştırmalık raflarının burnu açan çıtır bezelyesi ev fırınında daha kontrollü acıyla hazırlanır.,ATISTIRMALIK,jp,Haşlanmış bezelye; Wasabi; Soya sosu; Pirinç unu,SOYA,"vegan,vejetaryen",Wasabi karışımını fırın sonrası ekleyin; aroması ısıyla uçmaz.,Kuru ve kapalı kavanozda saklayın.
whiskey-highball,Whiskey Highball,Tokyo barlarında kristal buz ve soda ile uzayan sade viski içimi.,KOKTEYL,tr,Viski; Soda; Buz; Limon kabuğu,,"alkollu,30-dakika-alti,vejetaryen,vegan",Bardağı ve sodayı soğutun; kabarcıklar daha keskin kalır.,Uzun bardakta limon kabuğu ile servis edin.
whiskey-sour,Whiskey Sour,"Viski, limon suyu ve şeker şurubu ile ekşi-tatlı kokteyl.",KOKTEYL,tr,Bourbon viski; Taze limon suyu; Şeker şurubu; Buz; Kiraz (garnitür),,"alkollu,30-dakika-alti,vejetaryen,vegan",Yumurta akı eklerseniz kadifemsi bir köpük elde edersiniz.,
white-bean-shakshuka,White Bean Shakshuka,"Domatesli sosun içine beyaz fasulye ve yumurta eklenince shakshuka daha tok, kaşıklanabilir bir kahvaltıya döner.",KAHVALTI,me,Haşlanmış beyaz fasulye; Domates püresi; Yumurta; Kapya biber,YUMURTA,"30-dakika-alti,yuksek-protein,vejetaryen",Sosu yumurtayı eklemeden 3 dakika koyulaştırın; fasulye dibi sulandırabilir.,Üstüne maydanoz serpip sıcak pideyle servis edin.
wonton-corbasi,Wonton Çorbası,Kanton mutfağının berrak et suyunda yüzen ince hamurlu mantıları; zencefil kokusu hafifçe yükselir.,CORBA,cn,Wonton yaprağı; Tavuk kıyma; Soya sosu; Tavuk suyu; Zencefil,"GLUTEN,SOYA",misafir-sofrasi,Wontonları kaynar çorbaya partiler halinde bırakın; tencere kalabalık olursa hamur açılır.,Yeşil soğan ve birkaç damla susam yağıyla servis edin.
xiao-long-bao,Xiao Long Bao,Şanghay usulü çorbalı mantı; ince hamurun içinde buharla eriyen jöleli et suyu saklanır.,APERATIF,cn,Un; Su; Dana kıyma; Et suyu jölesi; Soya sosu,"GLUTEN,SOYA",misafir-sofrasi,Et suyu jölesini soğukken küp kesin; buharda eriyip iç çorbayı oluşturur.,Siyah sirke ve ince zencefil ile servis edin.
yaban-mersinli-lor-smoothie,Yaban Mersinli Lor Smoothie,"Yaban mersinli lor smoothie, yüksek proteinli içimi meyve asidiyle dengelenmiş toparlayıcı bir ara öğündür.",ICECEK,tr,Lor peyniri; Yaban mersini; Süt; Bal,SUT,"alkolsuz,yuksek-protein,vejetaryen","Loru önce sütle açmak, ağızda pütür hissini azaltır.",Üzerine birkaç yaban mersini bırakarak servis edin.
yakisoba,Yakisoba,"Japon tavada noodle yemeği sebze, sos ve etle hızlı çevrilip sokak lezzeti gibi servis edilir.",YEMEK,jp,Yakisoba noodle; Dana eti; Lahana; Soya sosu,"GLUTEN,SOYA",yuksek-protein,,
yakitori,Yakitori,"Yakitori, tavuk parçalarının tatlı soya sosuyla ızgarada parlatıldığı Japon şiş yemeğidir.",YEMEK,jp,Tavuk but; Taze soğan; Soya sosu; Mirin,SOYA,yuksek-protein,Sosu şişlere son dakikalarda sürün; erken sürülen şekerli sos yanar.,Taze soğan ve sade pilavla servis edin.
yam-woon-sen,Yam Woon Sen,"Tay cam erişte salatası, lime, acı biber ve otlarla serin ama keskin bir öğün olur.",SALATA,th,Cam erişte; Karides; Lime suyu; Kavrulmuş yer fıstığı,"DENIZ_URUNLERI,YER_FISTIGI",30-dakika-alti,Erişteyi süzdükten sonra soğuk suyla durulayın; yapışmaz ve salata soğuk kalır.,Marul yaprakları üzerinde soğuk servis edin.
yaprak-sarma,Yaprak Sarma,Zeytinyağlı yaprak sarma. İnce ince sarılmış asma yaprağı içinde pirinçli iç harç.,YEMEK,cn,Asma yaprağı; Pirinç; Soğan; Zeytinyağı; Domates salçası; Nane; Maydanoz; Limon suyu,,"vegan,misafir-sofrasi,yaz-tarifi,vejetaryen","Yaprakları çok sıkı sarmayın, pirinç pişerken şişer.",Limon dilimi ve yoğurt ile soğuk servis edin.
yayla-corbasi,Yayla Çorbası,Yoğurt bazlı geleneksel Türk çorbası. Pirinç ve nane ile zenginleştirilir.,CORBA,tr,Yoğurt; Pirinç; Yumurta; Un; Su; Tereyağı; Kuru nane; Tuz,"GLUTEN,SUT,YUMURTA","vejetaryen,kis-tarifi","Yoğurt karışımını çorbaya eklerken sürekli karıştırın, kesilmesin.",
yesil-detoks-smoothie,Yeşil Detoks Smoothie,"Yeşil detoks smoothie, ıspanak, elma ve salatalığı hafif ekşi, ferah bir bardakta toplar.",ICECEK,us,Ispanak; Yeşil elma; Salatalık; Limon suyu,,"alkolsuz,dusuk-kalorili,vejetaryen,vegan",Ispanağın saplarını ayıklayın; lifli saplar pürüzsüz kıvamı bozar.,Soğuk bardakta yeşil elma dilimiyle servis edin.
yesil-mercimek-yemegi,Yeşil Mercimek Yemeği,"Yeşil mercimek, soğan ve salçayla hazırlanan doyurucu baklagil yemeği.",YEMEK,tr,Yeşil mercimek; Soğan; Domates salçası; Zeytinyağı; Sıcak su; Tuz; Kimyon,,"vegan,tek-tencere,butce-dostu,vejetaryen",Mercimeği 10 dakika ön haşlayıp suyunu süzün; yemeğin rengi daha berrak olur.,Turşu ve pilavla servis edin.
yesil-smoothie,Yeşil Smoothie,"Ispanak, muz, elma ve portakal suyuyla hazırlanan canlı yeşil smoothie.",ICECEK,tr,Ispanak; Muz; Yeşil elma; Portakal suyu; Chia tohumu; Buz,,"vegan,pratik,alkolsuz,vejetaryen",Ispanağı önce sıvıyla çekin; lifli yaprak parçaları daha iyi dağılır.,Kahvaltıda soğuk servis edin.
yesil-tay-korisi,Yeşil Tay Körisi,"Tay mutfağının kokoslu yeşil körisi, tavuk, patlıcan ve fesleğenle aromatik bir tencere olur.",YEMEK,th,Tavuk kalça; Yeşil köri ezmesi; Hindistan cevizi sütü; Tay patlıcanı; Balık sosu; Fesleğen,DENIZ_URUNLERI,yuksek-protein,Köri ezmesini yağda 2 dakika kavurun; hindistan cevizi sütüne aroması daha iyi geçer.,Jasmin pirinciyle servis edin.
yogurtlu-chia-protein-kup,Yoğurtlu Chia Protein Kup,"Yoğurtlu chia protein kup, önceden hazırlanabilen soğuk formuyla güncel yüksek protein atıştırmalıkları arasında öne çıkar.",ATISTIRMALIK,us,Süzme yoğurt; Chia tohumu; Protein tozu; Çilek,SUT,"yuksek-protein,alkolsuz,vejetaryen",Chia tohumunu bekletmek kupun kaşıkla alınan yapısını güçlendirir.,Üzerine çilek parçaları koyarak soğuk servis edin.
yogurtlu-semizotu-salatasi,Yoğurtlu Semizotu Salatası,Semizotunun serin çıtırtısı ve sarımsaklı yoğurt bir araya geldiğinde yaz sofralarına kısa sürede ferahlık taşır.,SALATA,tr,Semizotu; Yoğurt; Sarımsak; Zeytinyağı,SUT,"vejetaryen,30-dakika-alti",Semizotunu servis öncesi yoğurtla buluşturun; bekledikçe suyunu bırakır.,Üzerine zeytinyağı ve pul biber gezdirerek servis edin.
yu-xiang-qiezi,Yu Xiang Qiezi,"Sichuan usulü patlıcan, sarımsaklı ekşi tatlı sosla tavada yumuşak ve parlak bir yemek olur.",YEMEK,cn,Patlıcan; Soya sosu; Sarımsak; Pirinç sirkesi,SOYA,"vegan,vejetaryen",,
yuca-con-mojo,Yuca con Mojo,Küba manyoku sarımsaklı turunç sosuyla buluşur ve et yemeklerinin yanında sade bir eşlikçi olur.,YEMEK,tr,Manyok; Sarımsak; Portakal suyu; Limon suyu,,"vegan,vejetaryen",,
yuksek-protein-mercimek-waffle,Yüksek Protein Mercimek Waffle,"Mercimek bazlı waffle, un yerine bakliyat kullanarak kahvaltıda daha tok tutan bir alternatif sunar.",KAHVALTI,tr,Kırmızı mercimek; Yumurta; Yoğurt; Kabartma tozu,"SUT,YUMURTA","yuksek-protein,vejetaryen",Mercimeği kısa süre suda bekletmek blenderda daha pürüzsüz karışım verir.,Yanına yoğurt koyarak sıcak servis edin.
yulaf-lapasi,Yulaf Lapası,"Yulaf, süt ve muzla hazırlanan sıcak, doyurucu kahvaltı kasesi.",KAHVALTI,tr,Yulaf ezmesi; Süt; Muz; Bal; Ceviz; Tarçın,"GLUTEN,SUT,KUSUYEMIS","vejetaryen,30-dakika-alti",Yulafı kısık ateşte pişirin; dibi tutmadan kremamsı kıvam alır.,Üzerine tarçın ve ceviz ekleyin.
yulafli-granola-bar,Yulaflı Granola Bar,"Yulaf, bal, fındık ve kuru meyveyle hazırlanan fırınlanmış atıştırmalık bar.",ATISTIRMALIK,tr,Yulaf ezmesi; Fındık; Kuru üzüm; Bal; Fıstık ezmesi; Susam; Tarçın; Tuz,"GLUTEN,KUSUYEMIS,YER_FISTIGI,SUSAM","vejetaryen,firinda,cocuk-dostu",Karışımı kalıba bastırarak yerleştirin; gevşek kalırsa dilimler kırılır.,Ara öğünde kahve veya sütle tüketin.
yulafli-hurma-smoothie,Yulaflı Hurma Smoothie,"Yulaf, hurma ve süt birlikte çekilince sabahı hızlıca toparlayan koyu kıvamlı bir smoothie çıkar.",ICECEK,us,Yulaf ezmesi; Hurma; Süt; Tarçın,"SUT,GLUTEN","alkolsuz,30-dakika-alti,vejetaryen",Yulafı 5 dakika sütte bekletmek daha pürüzsüz bir içim sağlar.,Üzerine birkaç yulaf tanesi serperek servis edin.
yumurtali-ekmek,Yumurtalı Ekmek,Bayat ekmek dilimlerinin yumurtalı karışıma bulanıp tavada kızartıldığı pratik kahvaltılık.,KAHVALTI,tr,Bayat ekmek; Yumurta; Süt; Tuz; Sıvı yağ,"GLUTEN,SUT,YUMURTA","vejetaryen,30-dakika-alti,butce-dostu",Ekmekleri karışımda uzun bekletmeyin; fazla yumuşarsa tavada dağılır.,"Domates, salatalık ve peynirle servis edin."
yumurtali-ispanak-tava,Yumurtalı Ispanak Tava,"Ispanağın tavada hafifçe sönüp üstüne yumurta aldığı bu tarif, akşamdan sabaha da iyi taşınan bir kahvaltıdır.",KAHVALTI,tr,Ispanak; Yumurta; Zeytinyağı; Sarımsak,YUMURTA,"30-dakika-alti,yuksek-protein,vejetaryen",Ispanağı yıkadıktan sonra süzgeçte 5 dakika bekletin; tavada su salarsa yumurta geç tutar.,Yanında kızarmış ekmekle servis edin.
yuvalama-corbasi,Yuvalama Çorbası,"Gaziantep'in bayram çorbası, minik etli pirinç köfteleri ve yoğurtlu terbiyesiyle zahmetli bir klasiktir.",CORBA,tr,Pirinç unu; Dana kıyma; Nohut; Yoğurt; Yumurta; Tereyağı,"SUT,YUMURTA",misafir-sofrasi,Köfteleri nohut büyüklüğünde yuvarlayın; büyük olursa çorba içinde ağır kalır.,Kuru naneli tereyağıyla servis edin.
zaalouk,Zaalouk,"Fas patlıcan ezmesi közlenmiş patlıcanı domates, sarımsak ve kimyonla sıcak bir mezeye çevirir.",SOS,ma,Patlıcan; Domates; Sarımsak; Kimyon,,"vegan,vejetaryen",,
zahter-salatasi-hatay-usulu,Zahter Salatası,"Hatay zahter salatası, taze zahterin domates, nar ekşisi ve cevizle kurduğu keskin ve ferah bir mezedir.",SALATA,tr,Taze zahter; Domates; Ceviz; Nar ekşisi; Zeytinyağı,KUSUYEMIS,"vegan,yaz-tarifi,30-dakika-alti,vejetaryen",Zahteri iri bırakın; çok ezilirse acılığı baskın çıkar.,Yanına domates dilimleri koyarak serin servis edin.
zaru-soba,Zaru Soba,"Zaru soba, soğuk karabuğday noodleının soya bazlı dip sosla servis edilen Japon yaz tabağıdır.",YEMEK,jp,Soba noodle; Soya sosu; Mirin; Nori,"GLUTEN,SOYA","vegan,30-dakika-alti,vejetaryen",Noodleı haşladıktan sonra buzlu suda yıkayın; soba diri kalır.,"Nori, taze soğan ve wasabi ile soğuk servis edin."
zencefil-cayi,Zencefil Çayı,"Taze zencefil, limon ve balla hazırlanan sıcak bitki çayı.",ICECEK,tr,Taze zencefil; Su; Limon suyu; Bal; Tarçın çubuğu,,"alkolsuz,kis-tarifi,vejetaryen","Balı kaynar suya değil, çay ılımaya başlayınca ekleyin; aroması korunur.",Limon dilimiyle sıcak servis edin.
zencefilli-bal-limon-cayi,Zencefilli Bal Limon Çayı,"Zencefilli bal limon çayı, narenciye ve kök aromayı aynı fincanda buluşturan yumuşak içimli bir kış desteğidir.",ICECEK,tr,Taze zencefil; Limon; Bal; Su,,"alkolsuz,kis-tarifi,vejetaryen","Balı kaynar suya değil, birkaç dakika beklemiş çaya ekleyin; tadı daha temiz kalır.",İnce limon dilimleriyle sıcak servis edin.
zencefilli-ihlamur,Zencefilli Ihlamur,"Zencefilli ıhlamur, çiçeksi demle kök aromayı birleştirip kış akşamlarına hafif ve rahatlatıcı bir fincan sunar.",ICECEK,tr,Ihlamur; Taze zencefil; Limon; Su,,"alkolsuz,kis-tarifi,dusuk-kalorili,vejetaryen,vegan","Ihlamuru kaynatmak yerine demlemek, kokusunu daha temiz korur.",Yanına limon dilimleri koyarak sıcak servis edin.
zencefilli-limonata,Zencefilli Limonata,Taze zencefil şurubu ve limon suyuyla hazırlanan keskin aromalı limonata.,ICECEK,tr,Limon suyu; Toz şeker; Taze zencefil; Su; Limon kabuğu; Buz,,"vegan,alkolsuz,yaz-tarifi,vejetaryen",Zencefil şurubunu süzdükten sonra limon suyunu ekleyin; limon aroması taze kalır.,Buz ve limon dilimleriyle servis edin.
zenzai,Zenzai,"Tatlı kırmızı fasulyeyle hazırlanan zenzai, mochi eşliğinde sıcak servis edilen sakin bir Japon tatlısıdır.",TATLI,jp,Haşlanmış kırmızı fasulye; Şeker; Su; Mochi,,"vejetaryen,kis-tarifi,vegan",Kırmızı fasulye ezilmeden dağılacak yumuşaklığa gelmeli; kaşıkta birkaç tane bütün kalırsa dokusu daha iyi olur.,Üzerine kızarmış küçük mochi koyarak kaselerde servis edin.
