slug,title_tr,description_tr,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients_tr,ingredient_count,steps_tr,step_count,allergens,tags,tipNote_tr,servingSuggestion_tr,en_title_current,en_description_current,en_tipNote_current,en_servingSuggestion_current,en_ingredients_present,en_steps_present,de_title_current,de_description_current,de_tipNote_current,de_servingSuggestion_current,de_ingredients_present,de_steps_present
mors-frambuazli-rus-usulu,Frambuazlı Mors,"Frambuazlı mors, meyveyi suyla hafif kaynatarak ferah, berrak ve meyvemsi bir Rus içeceği çıkarır.",ICECEK,ru,EASY,8,6,14,4,68,Frambuaz 2 su bardağı | Su 4 su bardağı | Toz şeker 3 yemek kaşığı,3,1. Frambuaz ve suyu kaynatın. || 2. Şeker ekleyip 4 dakika pişirin. || 3. Süzüp soğutarak servis edin.,3,,"alkolsuz,30-dakika-alti,yaz-tarifi",İçeceği soğutup süzmek rengi berrak tutar.,Soğuk servis edin.,Raspberry Mors,"Raspberry Mors lightly simmers fruit and water into a bright, clear, and fruity Russian drink.",,,0,0,Himbeer-Mors,"Himbeer-Mors kocht Frucht und Wasser kurz zu einem hellen, klaren und fruchtigen russischen Getränk.",,,0,0
vinegret-herringli-rus-usulu,Herringli Vinegret Salatası,"Herringli vinegret salatası, pancar ve patatesi ringayla buluşturarak tuzlu, topraksı ve renkli bir Rus salatası kurar.",SALATA,ru,EASY,16,18,34,4,172,Pancar 2 adet | Patates 2 adet | Ringa fileto 150 gr | Salatalık turşusu 2 adet | Zeytinyağı 1 yemek kaşığı,5,1. Pancar ve patatesi haşlayıp küp doğrayın. || 2. Ringayı ve turşuyu doğrayın. || 3. Hepsini yağla karıştırıp servis edin.,3,DENIZ_URUNLERI,yaz-tarifi,Pancarı ayrı doğramak diğer malzemeyi boyamaz.,Soğuk servis edin.,Vinegret Salad with Herring,"This Russian vinegret pairs beet and potato with herring into a salty, earthy, and colorful salad.",,,0,0,Vinegret-Salat mit Hering,"Dieser russische Vinegret verbindet Bete und Kartoffel mit Hering zu einem salzigen, erdigen und farbigen Salat.",,,0,0
picadillo-empanada-kuba-usulu,Picadillo Empanada,"Picadillo empanada, baharatlı kıymayı hamura kapatarak dışı gevrek, içi sulu bir Küba atıştırmalığı yapar.",APERATIF,cu,MEDIUM,20,16,36,6,246,Empanada hamuru 12 adet | Dana kıyma 300 gr | Kuru soğan 1 adet | Kimyon 0.5 çay kaşığı | Tuz 0.75 çay kaşığı,5,1. Kıymayı soğan ve kimyonla pişirin. || 2. Harci hamura paylaştırıp kapatın. || 3. 190°C fırında 16 dakika pişirin.,3,GLUTEN,misafir-sofrasi,İç harcı soğutup kapatmak taşıma kolaylığı verir.,Ilık servis edin.,Picadillo Empanada,Picadillo Empanada seals spiced meat in dough for a Cuban snack with crisp shell and juicy filling.,,,0,0,Picadillo-Empanada,Picadillo-Empanada schließt gewürztes Fleisch in Teig zu einem kubanischen Snack mit knuspriger Hülle und saftiger Füllung.,,,0,0
mojo-patates-kuba-usulu,Mojo Patates,"Mojo patates, kızarmış patatesi sarımsaklı turunç sosuyla buluşturarak ekşi, parlak ve sıcak bir Küba tabağı kurar.",APERATIF,cu,EASY,10,16,26,4,192,Patates 4 adet | Sarımsak 3 diş | Portakal suyu 0.5 su bardağı | Zeytinyağı 2 yemek kaşığı | Tuz 0.5 çay kaşığı,5,"1. Patatesleri dilimleyip kızartın. || 2. Sarımsak, portakal suyu ve yağı karıştırın. || 3. Sosu patateslerin üstüne gezdirin.",3,,"vegan,30-dakika-alti",Sosu patatese sıcakken vermek iyi sonuç verir.,Sıcak servis edin.,Mojo Potatoes,"Mojo Potatoes coats fried potatoes with citrus garlic sauce for a tart, bright, and warm Cuban plate.",,,0,0,Mojo-Kartoffeln,"Mojo-Kartoffeln umhüllt gebratene Kartoffeln mit Zitrus-Knoblauch-Sauce zu einem säuerlichen, hellen und warmen kubanischen Teller.",,,0,0
arroz-con-pina-kuba-usulu,Arroz con Piña,"Arroz con piña, pirinci ananas ve hindistan ceviziyle pişirerek meyvemsi, hafif tatlı ve parlak bir Küba pilavı yapar.",YEMEK,cu,EASY,10,18,28,4,214,Pirinç 1 su bardağı | Ananas 1 su bardağı | Hindistan cevizi sütü 1 su bardağı | Su 1 su bardağı | Tuz 0.25 çay kaşığı,5,1. Pirinci yıkayın. || 2. Tüm malzemeyi tencereye alın. || 3. Pilavı 18 dakika pişirin.,3,,"vegan,30-dakika-alti",Ananası küçük doğramak pilavı dengeler.,Ilık servis edin.,Arroz con Pina,"Arroz con Pina cooks rice with pineapple and coconut into a fruity, lightly sweet, and bright Cuban rice dish.",,,0,0,Arroz con Pina,"Arroz con Pina kocht Reis mit Ananas und Kokos zu einem fruchtigen, leicht süßen und hellen kubanischen Reisgericht.",,,0,0
ensalada-fria-de-papa-kuba-usulu,Ensalada Fría de Papa,"Ensalada fría de papa, patates ve mayonezi buluşturarak serin, yumuşak ve çok sade bir Küba salatası çıkarır.",SALATA,cu,EASY,14,14,28,4,184,Patates 4 adet | Mayonez 0.75 su bardağı | Bezelye 0.5 su bardağı | Tuz 0.25 çay kaşığı,4,1. Patatesleri haşlayıp küp doğrayın. || 2. Bezelyeyi ekleyin. || 3. Mayonez ve tuzla karıştırıp soğutun.,3,YUMURTA,yaz-tarifi,Patatesi tam soğutup karıştırın.,Soğuk servis edin.,Ensalada Fria de Papa,"Ensalada Fria de Papa mixes potatoes and mayonnaise into a cool, soft, and very plain Cuban salad.",,,0,0,Ensalada Fria de Papa,"Ensalada Fria de Papa verbindet Kartoffeln und Mayonnaise zu einem kühlen, weichen und sehr schlichten kubanischen Salat.",,,0,0
pastelito-de-guayaba-kuba-usulu,Pastelito de Guayaba,"Pastelito de guayaba, milföyü guava dolguyla fırınlayarak dışı çıtır, içi meyvemsi bir Küba tatlısı yapar.",TATLI,cu,EASY,12,18,30,6,214,Milföy hamuru 6 adet | Guava marmeladı 0.75 su bardağı | Tereyağı 10 gr,3,1. Hamurun ortasına guava koyun. || 2. Katlayıp kapatın. || 3. 190°C fırında 18 dakika pişirin.,3,"GLUTEN,SUT",misafir-sofrasi,Dolguyu az koymak taşmayı önler.,Ilık servis edin.,Pastelito de Guayaba,Pastelito de Guayaba bakes guava filling in puff pastry into a Cuban sweet with crisp shell and fruity center.,,,0,0,Pastelito de Guayaba,Pastelito de Guayaba bäckt Guavenfüllung in Blätterteig zu einer kubanischen Süßigkeit mit knuspriger Hülle und fruchtiger Mitte.,,,0,0
el-presidente-kuba-usulu,El Presidente,"El Presidente, rom ve vermutu narenciye dokunuşuyla buluşturarak net, aromatik ve zarif bir Küba kokteyli çıkarır.",KOKTEYL,cu,EASY,5,0,5,1,184,Beyaz rom 45 ml | Kuru vermut 25 ml | Portakal likörü 10 ml | Buz 1 su bardağı,4,1. Karıştırma bardağını buzla doldurun. || 2. İçkileri ekleyip karıştırın. || 3. Süzüp servis edin.,3,,"alkollu,30-dakika-alti",Buzu çok eritmeden karıştırmak gücü korur.,Çok soğuk servis edin.,El Presidente,"El Presidente combines rum and vermouth with citrus into a clear, aromatic, and elegant Cuban cocktail.",,,0,0,El Presidente,"El Presidente verbindet Rum und Wermut mit Zitrus zu einem klaren, aromatischen und eleganten kubanischen Cocktail.",,,0,0
bun-thit-nuong-vietnam-usulu,Bun Thit Nuong,"Bun Thit Nuong, pirinç eriştesini ızgara et ve taze otlarla buluşturarak ferah, sıcak-soğuk dengeli bir Vietnam kasesi çıkarır.",YEMEK,vn,EASY,18,10,28,4,312,Pirinç eriştesi 300 gr | Dana ince dilim 300 gr | Nane 0.25 demet | Marul 4 yaprak | Lime suyu 1 yemek kaşığı,5,1. Erişteyi haşlayıp soğuk sudan geçirin. || 2. Eti yüksek ateşte 6 dakika pişirin. || 3. Otlar ve erişteyle birlikte kaseye alın.,3,,misafir-sofrasi,Erişteyi soğuk sudan geçirmek tane yapıyı korur.,Ilık servis edin.,Bun Thit Nuong,Bun Thit Nuong pairs rice noodles with grilled meat and fresh herbs for a bright Vietnamese bowl with warm-cool contrast.,,,0,0,Bun Thit Nuong,Bun Thit Nuong verbindet Reisnudeln mit Grillfleisch und frischen Kräutern zu einer hellen vietnamesischen Schale mit Warm-Kalt-Kontrast.,,,0,0
canh-chua-vietnam-usulu,Canh Chua,"Canh chua, balık ve ananası ekşi suda kaynatarak hafif, aromatik ve ferah bir Vietnam çorbası sunar.",CORBA,vn,EASY,14,18,32,4,142,Balık fileto 350 gr | Ananas 1 su bardağı | Domates 2 adet | Lime suyu 1 yemek kaşığı | Su 4 su bardağı,5,1. Su ve domatesi kaynatın. || 2. Balık ve ananası ekleyin. || 3. 12 dakika pişirip lime suyuyla bitirin.,3,DENIZ_URUNLERI,yuksek-protein,Ananası çok erken eklememek dokuyu korur.,Sıcak servis edin.,Canh Chua,"Canh Chua simmers fish and pineapple in a sour broth for a light, aromatic, and refreshing Vietnamese soup.",,,0,0,Canh Chua,"Canh Chua kocht Fisch und Ananas in säuerlicher Brühe zu einer leichten, aromatischen und erfrischenden vietnamesischen Suppe.",,,0,0
bo-la-lot-vietnam-usulu,Bo La Lot,"Bo La Lot, kıymayı yaprak içinde tavada pişirerek dumanlı, sulu ve küçük lokmalı bir Vietnam et tabağı yapar.",YEMEK,vn,MEDIUM,18,10,28,4,264,Dana kıyma 400 gr | Asma yaprağı 16 adet | Sarımsak 2 diş | Lime suyu 1 tatlı kaşığı | Tuz 0.5 çay kaşığı,5,"1. Kıymayı sarımsak, lime suyu ve tuzla yoğurun. || 2. Yapraklara sarıp rulo yapın. || 3. Tavada toplam 8 dakika pişirin.",3,,"yuksek-protein,misafir-sofrasi",Ruloları çok sıkmadan sarmak pişerken patlamayı önler.,Sıcak servis edin.,Bo La Lot,"Bo La Lot cooks seasoned beef in leaf wraps into a smoky, juicy, and small-bite Vietnamese meat dish.",,,0,0,Bo La Lot,"Bo La Lot gart gewürztes Rind in Blattrollen zu einem rauchigen, saftigen und kleinportionierten vietnamesischen Fleischteller.",,,0,0
sua-chua-nep-cam-vietnam-usulu,Sua Chua Nep Cam,"Sua Chua Nep Cam, mor pirinci yoğurtla buluşturarak serin, hafif ekşi ve kaşık kaşık yenilen bir Vietnam tatlısı sunar.",TATLI,vn,EASY,10,25,35,4,188,Mor pirinç 1 su bardağı | Yoğurt 1.5 su bardağı | Toz şeker 2 yemek kaşığı,3,1. Mor pirinci haşlayın. || 2. Şekerle karıştırıp soğutun. || 3. Yoğurtla buluşturup servis edin.,3,SUT,vejetaryen,Pirinç tamamen soğuyunca yoğurtla birleştirin.,Soğuk servis edin.,Sua Chua Nep Cam,Sua Chua Nep Cam combines purple rice with yogurt into a cool Vietnamese dessert with gentle tang.,,,0,0,Sua Chua Nep Cam,Sua Chua Nep Cam verbindet violetten Reis mit Joghurt zu einem kühlen vietnamesischen Dessert mit feiner Säure.,,,0,0
goi-du-du-tom-vietnam-usulu,Goi Du Du Tom,"Goi Du Du Tom, papaya ve karidesi lime ile buluşturarak gevrek, ekşi ve ferah bir Vietnam salatası kurar.",SALATA,vn,EASY,16,6,22,4,124,Yeşil papaya 2 su bardağı | Karides 200 gr | Lime suyu 2 yemek kaşığı | Nane 0.25 demet | Tuz 0.25 çay kaşığı,5,1. Karidesi 4 dakika haşlayın. || 2. Papayayı ince rendeleyin. || 3. Tüm malzemeyi lime suyuyla karıştırın.,3,DENIZ_URUNLERI,"yaz-tarifi,30-dakika-alti",Papatyayı ince rendelemek salatayı hafif tutar.,Soğuk servis edin.,Goi Du Du Tom,"Goi Du Du Tom pairs papaya and shrimp with lime into a crisp, tart, and refreshing Vietnamese salad.",,,0,0,Goi Du Du Tom,"Goi Du Du Tom verbindet Papaya und Garnele mit Limette zu einem knusprigen, säuerlichen und erfrischenden vietnamesischen Salat.",,,0,0
che-chuoi-vietnam-usulu,Che Chuoi,"Che Chuoi, muzu hindistan cevizi sütünde pişirerek meyvemsi, yumuşak ve kaşıkla yenilen bir Vietnam tatlısı çıkarır.",TATLI,vn,EASY,8,12,20,4,176,Muz 3 adet | Hindistan cevizi sütü 2 su bardağı | Toz şeker 2 yemek kaşığı,3,1. Hindistan cevizi sütünü ısıtın. || 2. Şekeri ekleyin. || 3. Muzu katıp 6 dakika pişirin.,3,,"vegan,30-dakika-alti",Muzu çok erken eklememek dağılmayı önler.,Ilık ya da soğuk servis edin.,Che Chuoi,"Che Chuoi cooks banana in coconut milk into a fruity, soft, and spoonable Vietnamese dessert.",,,0,0,Che Chuoi,"Che Chuoi kocht Banane in Kokosmilch zu einem fruchtigen, weichen und löffelbaren vietnamesischen Dessert.",,,0,0
fideua-ispanya-usulu,Fideua,"Fideua, kısa erişteyi deniz aromasıyla pişirerek hafif kavruk, sulu ve sahil usulü bir İspanya tavası yapar.",YEMEK,es,MEDIUM,14,20,34,4,286,Kısa erişte 300 gr | Karides 200 gr | Balık suyu 2 su bardağı | Domates püresi 0.5 su bardağı | Zeytinyağı 1 yemek kaşığı,5,1. Erişteyi yağda kısa çevirin. || 2. Domates ve suyu ekleyin. || 3. Karidesi katıp 15 dakika pişirin.,3,"GLUTEN,DENIZ_URUNLERI",misafir-sofrasi,Erişteyi önce kısa kavurmak lezzeti artırır.,Sıcak servis edin.,Fideua,"Fideua cooks short noodles in seafood broth into a lightly toasted, juicy Spanish pan dish.",,,0,0,Fideua,"Fideua kocht kurze Nudeln in Meeresbrühe zu einem leicht gerösteten, saftigen spanischen Pfannengericht.",,,0,0
salmorejo-ispanya-usulu,Salmorejo,"Salmorejo, domates ve ekmeği pürüzsüz çekerek yoğun, serin ve kaşıkla içilen bir İspanya soğuk çorbası yapar.",CORBA,es,EASY,12,0,12,4,146,Domates 6 adet | Bayat ekmek 3 dilim | Zeytinyağı 2 yemek kaşığı | Yumurta 1 adet | Tuz 0.5 çay kaşığı,5,1. Domates ve ekmeği rondodan geçirin. || 2. Yağ ve tuzu ekleyip pürüzsüz çekin. || 3. Haşlanmış yumurtayla soğuk servis edin.,3,"GLUTEN,YUMURTA","yaz-tarifi,30-dakika-alti",Soğuk domates daha sıkı kıvam bırakır.,Soğuk servis edin.,Salmorejo,"Salmorejo blends tomato and bread into a dense, cool Spanish cold soup meant to be eaten by spoon.",,,0,0,Salmorejo,"Salmorejo mixt Tomate und Brot zu einer dichten, kühlen spanischen Kaltsuppe, die man mit dem Löffel isst.",,,0,0
pollo-al-ajillo-ispanya-usulu,Pollo al Ajillo,"Pollo al ajillo, tavuğu bol sarımsakla tavada pişirerek kokulu, sulu ve tavadan gelen bir İspanya klasiği çıkarır.",YEMEK,es,EASY,12,18,30,4,274,Tavuk but 600 gr | Sarımsak 6 diş | Zeytinyağı 2 yemek kaşığı | Limon suyu 1 tatlı kaşığı | Tuz 0.75 çay kaşığı,5,1. Tavuğu tuzlayın. || 2. Tavada tavukları 12 dakika pişirin. || 3. Sarımsak ve limon suyunu ekleyip 4 dakika daha çevirin.,3,,"30-dakika-alti,yuksek-protein",Sarımsağı yakmamak için tavuğu önce pişirin.,Sıcak servis edin.,Pollo al Ajillo,"Pollo al Ajillo cooks chicken with plenty of garlic into a fragrant, juicy, pan-driven Spanish classic.",,,0,0,Pollo al Ajillo,"Pollo al Ajillo gart Huhn mit viel Knoblauch zu einem duftenden, saftigen und pfannengeprägten spanischen Klassiker.",,,0,0
leche-frita-ispanya-usulu,Leche Frita,"Leche frita, koyu sütlü harcı dilimleyip kızartarak dışı ince çıtır, içi kremamsı bir İspanya tatlısı yapar.",TATLI,es,MEDIUM,18,10,148,6,236,Süt 2 su bardağı | Un 0.5 su bardağı | Toz şeker 0.5 su bardağı | Yumurta 1 adet | Sıvı yağ 1 su bardağı,5,"1. Süt, un ve şekeri koyulaşana kadar pişirin. || 2. Karışımı tepsiye yayıp 2 saat soğutun. || 3. Dilimleri yumurtaya bulayıp 4 dakika kızartın.",3,"GLUTEN,SUT,YUMURTA",misafir-sofrasi,Harci tam soğutmadan kesmemek formu korur.,Ilık servis edin.,Leche Frita,"Leche Frita chills a thick milk custard, slices it, and fries it into a Spanish dessert with crisp shell and creamy middle.",,,0,0,Leche Frita,"Leche Frita kühlt eine dicke Milchcreme, schneidet sie und frittiert sie zu einem spanischen Dessert mit knuspriger Hülle und cremiger Mitte.",,,0,0
tortilla-de-camarones-ispanya-usulu,Tortilla de Camarones,"Tortilla de camarones, küçük karidesi ince hamurda kızartarak çıtır, deniz kokulu ve hafif bir İspanya atıştırmalığı sunar.",APERATIF,es,EASY,12,8,20,4,162,Küçük karides 200 gr | Un 0.75 su bardağı | Su 0.75 su bardağı | Tuz 0.5 çay kaşığı | Sıvı yağ 1 su bardağı,5,"1. Un, su ve tuzu çırpın. || 2. Karidesi hamura ekleyin. || 3. Kaşıkla döküp 4 dakika kızartın.",3,"GLUTEN,DENIZ_URUNLERI","30-dakika-alti,misafir-sofrasi",Hamuru ince tutmak çıtırlığı artırır.,Sıcak servis edin.,Tortilla de Camarones,"Tortilla de Camarones fries tiny shrimp in a thin batter into a crisp, sea-scented Spanish snack.",,,0,0,Tortilla de Camarones,"Tortilla de Camarones frittiert kleine Garnelen in dünnem Teig zu einem knusprigen, meerduftenden spanischen Snack.",,,0,0
agua-de-valencia-ispanya-usulu,Agua de Valencia,"Agua de Valencia, portakal suyu ve köpüklü şarabı birleştirerek narenciye kokulu, ferah ve uzun içimli bir İspanya kokteyli yapar.",KOKTEYL,es,EASY,5,0,5,2,184,Portakal suyu 1 su bardağı | Köpüklü şarap 1 su bardağı | Buz 1 su bardağı,3,1. Bardağı buzla doldurun. || 2. Portakal suyunu ekleyin. || 3. Köpüklü şarapla tamamlayın.,3,,"alkollu,30-dakika-alti,yaz-tarifi",Portakal suyunu taze sıkmak tadı belirginleştirir.,Çok soğuk servis edin.,Agua de Valencia,"Agua de Valencia joins orange juice and sparkling wine into a citrusy, refreshing, and long-drinking Spanish cocktail.",,,0,0,Agua de Valencia,"Agua de Valencia verbindet Orangensaft und Schaumwein zu einem zitrischen, erfrischenden und lang trinkbaren spanischen Cocktail.",,,0,0
tavuklu-kalle-kirklareli-usulu,Tavuklu Kalle,"Tavuklu kalle, lahana turşusu, tavuk ve pirinci aynı tencerede buluşturarak Kırklareli mutfağında ekşi, sulu ve doyurucu bir kış yemeği kurar.",YEMEK,tr,MEDIUM,18,35,53,4,294,Tavuk göğsü 500 gr | Lahana turşusu 250 gr | Pirinç 0.5 su bardağı | Kuru soğan 1 adet | Tereyağı 25 gr | Turşu suyu 0.5 su bardağı | Su 2.5 su bardağı | Karabiber 0.5 çay kaşığı,8,"1. Soğanı tereyağında 4 dakika çevirip kuşbaşı doğranmış tavuğu ekleyin. || 2. Turşu, pirinç, turşu suyu ve suyu tencereye alıp yemeği 25 dakika pişirin. || 3. Karabiber ekleyip 5 dakika dinlendirerek servis edin.",3,SUT,"kis-tarifi,misafir-sofrasi,yuksek-protein",Turşu suyunu azar azar eklemek ekşiliği damak tadına göre ayarlamayı kolaylaştırır.,Sıcak servis edin.,Kırklareli Chicken Kalle,"Chicken Kalle cooks chicken, pickled cabbage, and rice together for a tangy, brothy, hearty winter dish from Kırklareli.",,,0,0,Kırklareli Tavuklu Kalle,"Tavuklu Kalle gart Huhn, Sauerkohl und Reis zusammen zu einem säuerlichen, saftigen und sättigenden Wintergericht aus Kırklareli.",,,0,0
